State,Year,gini,min_wage,unemployment,GDP (in millions USD),Population,Residents with Bachelor's Degree or Higher,GDP per Capita,% with College Degree,Union Membership %,Adjusted Household Income,Unadjusted Household Income
North Carolina,2016,0.478,7.25,5.1,520356.6,10146788.0,1345615.0,51282.88873286797,13.261487280506895,23.6,50343.0,51570.0
North Dakota,2016,0.4533,7.25,3.1,50792.3,757953.0,107578.0,67012.4664721955,14.193228340015807,3.0,59886.0,61346.0
Ohio,2016,0.468,7.25,5.075,621542.6,11614373.0,1362205.0,53514.95082859832,11.728614192087683,5.5,59768.0,61225.0
Oklahoma,2016,0.4645,2.0,4.658333333333333,177813.0,3923561.0,432922.0,45319.29030796259,11.033905169309206,12.4,55006.0,56347.0
Oregon,2016,0.4583,9.75,4.75,214617.5,4093465.0,572508.0,52429.29889470168,13.985901919278653,5.4,64610.0,66185.0
Pennsylvania,2016,0.4689,7.25,5.341666666666666,726884.5,12784227.0,1676971.0,56857.9156174245,13.117500182060285,13.5,63173.0,64713.0
Rhode Island,2016,0.4781,9.6,5.241666666666666,57529.4,1056426.0,151195.0,54456.63018517152,14.311934768739127,12.1,66390.0,68008.0
South Carolina,2016,0.4735,7.25,4.916666666666667,213584.6,4961119.0,591086.0,43051.69861879951,11.914368512426329,15.5,54971.0,56311.0
South Dakota,2016,0.4495,8.55,3.016666666666667,48731.3,865454.0,111002.0,56307.209857485206,12.825869428068968,1.6,56894.0,58281.0
Tennessee,2016,0.479,7.25,4.758333333333334,334435.7,6651194.0,756055.0,50282.05462056888,11.367207151076935,5.2,55240.0,56587.0
Texas,2016,0.48,7.25,4.65,1567687.1,27862596.0,3362678.0,56264.93310242879,12.068789282951236,5.7,59295.0,60740.0
Utah,2016,0.4263,7.25,3.35,157442.7,3051217.0,381130.0,51599.96814385866,12.491081427509089,4.0,71319.0,73058.0
Vermont,2016,0.4539,9.6,3.125,31430.4,624594.0,92871.0,50321.32873514635,14.86901891468698,4.7,63805.0,65360.0
Virginia,2016,0.4705,7.25,4.0,496570.2,8411808.0,1241751.0,59032.51714732433,14.761998847334604,11.5,71293.0,73031.0
Washington,2016,0.4591,9.47,5.2250000000000005,493634.5,7288000.0,1098509.0,67732.5054884742,15.072845773874862,4.3,75418.0,77256.0
West Virginia,2016,0.4711,8.75,6.091666666666666,70006.2,1831102.0,162243.0,38231.73149283874,8.860402096660918,11.8,45392.0,46499.0
Wisconsin,2016,0.4498,7.25,3.908333333333333,313440.2,5778709.0,758503.0,54240.523272585626,13.125821009502294,8.1,63451.0,64998.0
Wyoming,2016,0.436,5.15,5.333333333333333,35704.0,585501.0,67845.0,60980.254517071706,11.58751223311318,6.3,57837.0,59247.0
Alabama,2017,0.4768,7.25,4.508333333333334,210895.7,4874747.0,528019.0,43262.901643921214,10.83172111291109,7.4,50865.0,52105.0
Alaska,2017,0.4241,9.8,6.508333333333333,51737.0,739795.0,86444.0,69934.23853905474,11.684858643272799,18.1,77987.0,79888.0
Arizona,2017,0.4668,10.0,4.9750000000000005,330146.6,7016270.0,863062.0,47054.432055778925,12.300866414775943,4.0,59700.0,61155.0
Arkansas,2017,0.4725,8.5,3.7416666666666663,122978.5,3004279.0,301294.0,40934.44716685767,10.028828880406913,5.1,49751.0,50964.0
California,2017,0.4866,10.0,4.833333333333333,2831038.4,39536653.0,5616449.0,71605.41384218841,14.20567643902482,15.5,70038.0,71745.0
Colorado,2017,0.4553,9.3,2.6083333333333334,348175.5,5607154.0,994894.0,62094.87023185024,17.743297223511252,9.6,74984.0,76812.0
Connecticut,2017,0.4943,10.1,4.416666666666667,272569.9,3588184.0,533791.0,75963.18917870433,14.876355281668943,16.9,74304.0,76115.0
Delaware,2017,0.4811,8.25,4.466666666666667,69899.4,961939.0,121442.0,72665.10662318504,12.624709051197632,10.7,64961.0,66545.0
Florida,2017,0.4859,8.1,4.3,990096.6,20984400.0,2839500.0,47182.507005203865,13.53148052839252,9.8,53086.0,54380.0
Georgia,2017,0.483,5.15,4.758333333333334,568398.9,10429379.0,1311611.0,54499.78373592522,12.576117906924274,5.6,57985.0,59398.0
Hawaii,2017,0.4455,9.25,2.216666666666667,89618.6,1427538.0,216993.0,62778.433919097086,15.20050604607373,4.0,73599.0,75393.0
Idaho,2017,0.4478,7.25,3.216666666666667,73286.5,1716943.0,202800.0,42684.29412042217,11.811690894805476,21.3,59497.0,60947.0
Illinois,2017,0.4818,8.25,4.95,823776.2,12802023.0,1829903.0,64347.345728093125,14.293858087897515,4.8,65969.0,67577.0
Indiana,2017,0.4497,7.25,3.4916666666666667,350436.3,6666818.0,753268.0,52564.25179148433,11.29876351806814,15.0,58767.0,60200.0
Iowa,2017,0.4381,7.25,3.0583333333333336,182151.3,3145711.0,406630.0,57904.651762351976,12.926489432754629,8.9,63467.0,65014.0
Kansas,2017,0.4539,7.25,3.6166666666666663,163968.3,2913123.0,403542.0,56286.08884691789,13.852556174250108,7.0,56900.0,58287.0
Kentucky,2017,0.4784,7.25,4.775,200345.5,4454189.0,423916.0,44979.119655676936,9.517243206339021,7.8,49672.0,50883.0
Louisiana,2017,0.4935,7.25,5.108333333333333,235712.2,4684333.0,482439.0,50319.26637154105,10.29899027246782,9.6,43565.0,44627.0
Maine,2017,0.4526,9.0,3.358333333333333,61671.5,1335907.0,193860.0,46164.51594310083,14.511489197975608,4.4,53316.0,54616.0
Maryland,2017,0.453,8.75,4.0,399737.6,6052177.0,889090.0,66048.56401258588,14.690416357618094,11.4,82093.0,84094.0
Massachusetts,2017,0.4851,11.0,3.7916666666666665,539973.4,6859819.0,1146586.0,78715.40050838076,16.714522642652817,10.8,76243.0,78102.0
Michigan,2017,0.4671,8.9,4.575,501914.9,9962311.0,1201375.0,50381.37235426599,12.05919991857311,12.4,56405.0,57780.0
Minnesota,2017,0.4516,7.75,3.483333333333333,353416.4,5576606.0,888880.0,63374.81973802704,15.939444170880998,15.6,69975.0,71681.0
Mississippi,2017,0.479,7.25,5.233333333333333,109431.1,2984100.0,265220.0,36671.391709393116,8.887771857511478,15.2,43281.0,44336.0
Missouri,2017,0.4618,7.7,3.7416666666666663,305471.4,6113532.0,743797.0,49966.43511475854,12.166403970732468,5.3,56530.0,57908.0
Montana,2017,0.4539,8.15,4.091666666666666,47946.9,1050493.0,157326.0,45642.28414658641,14.976396796551713,8.7,57407.0,58806.0
Nebraska,2017,0.4391,9.0,2.975,120949.7,1920076.0,263330.0,62992.141977713385,13.714561298615264,11.9,59583.0,61035.0
Nevada,2017,0.4606,7.25,4.983333333333333,158502.8,2998039.0,340110.0,52868.82525544197,11.3444154662431,8.2,58041.0,59456.0
New Hampshire,2017,0.4386,7.25,2.808333333333333,80838.4,1342795.0,216750.0,60201.59443548717,16.141704429939043,12.7,75630.0,77474.0
New Jersey,2017,0.4794,8.44,4.533333333333333,590696.6,9005644.0,1506899.0,65591.82219505901,16.732828879311683,11.3,71240.0,72977.0
New Mexico,2017,0.4776,7.5,6.041666666666667,94456.7,2088070.0,211995.0,45236.366596905274,10.152676873859592,16.2,45601.0,46713.0
New York,2017,0.5157,9.7,4.633333333333334,1608890.2,19849399.0,2794920.0,81054.85712690848,14.080627831603366,6.7,61543.0,63043.0
North Carolina,2017,0.4763,7.25,4.525,541040.7,10273419.0,1406739.0,52664.132554118536,13.692997433473705,23.8,49547.0,50755.0
North Dakota,2017,0.4546,7.25,2.6083333333333334,52607.1,755393.0,108045.0,69642.0273950116,14.303150810240497,3.4,60167.0,61634.0
Ohio,2017,0.4642,8.15,4.966666666666667,642351.4,11658609.0,1381934.0,55096.74438863162,11.853335162024905,5.1,60688.0,62167.0
Oklahoma,2017,0.4658,2.0,4.033333333333333,185485.6,3930864.0,437243.0,47186.979758139685,11.123330646901037,12.5,51882.0,53147.0
Oregon,2017,0.4593,9.75,4.058333333333333,227042.2,4142776.0,609160.0,54804.363064766236,14.704150067490977,5.5,62498.0,64021.0
Pennsylvania,2017,0.4777,7.25,4.9750000000000005,745140.8,12805537.0,1697397.0,58188.95373149912,13.255180161519192,14.9,61285.0,62779.0
Rhode Island,2017,0.4722,9.6,4.508333333333334,58117.2,1059639.0,149699.0,54846.225931661626,14.127358468308545,12.0,65401.0,66995.0
South Carolina,2017,0.4795,7.25,4.2,223414.0,5024369.0,607024.0,44466.08121338222,12.081596713935621,16.1,54537.0,55866.0
South Dakota,2017,0.4488,8.65,3.0500000000000003,50342.9,869666.0,109803.0,57887.625824166986,12.625881660315569,2.6,56914.0,58301.0
Tennessee,2017,0.4822,7.25,3.75,346283.0,6715984.0,790840.0,51561.02218230419,11.775489637855003,5.4,55306.0,56654.0
Texas,2017,0.4781,7.25,4.341666666666667,1665428.0,28304596.0,3510311.0,58839.49023685058,12.401911689536217,5.7,60092.0,61557.0
Utah,2017,0.4225,7.25,3.1666666666666665,167613.4,3101833.0,416804.0,54036.88722120114,13.437344950550207,4.7,69789.0,71490.0
Vermont,2017,0.4525,10.0,3.0083333333333333,32040.7,623657.0,98774.0,51375.51570815368,15.837872420256646,3.9,63682.0,65234.0
Virginia,2017,0.4674,7.25,3.6666666666666665,511876.3,8470020.0,1270190.0,60433.895079350455,14.996304613212248,11.0,70811.0,72537.0
Washington,2017,0.4561,11.0,4.641666666666667,527707.5,7405743.0,1130392.0,71256.52348454436,15.263721681943323,4.6,71540.0,73284.0
West Virginia,2017,0.4686,8.75,5.208333333333333,72853.1,1815857.0,156378.0,40120.50508382543,8.611801479962354,11.0,46957.0,48102.0
Wisconsin,2017,0.4467,7.25,3.2583333333333333,320610.0,5795483.0,782676.0,55320.669562830226,13.504931340493966,8.3,63482.0,65029.0
Wyoming,2017,0.4326,5.15,4.325,37271.2,579315.0,67312.0,64336.673485064246,11.619239964440762,6.0,59536.0,60987.0
Alabama,2018,0.4859,7.25,3.9416666666666655,221030.7,4887871.0,536086.0,45220.24005952694,10.96767897516117,9.2,49936.0,49936.0
Alaska,2018,0.4322,9.84,6.041666666666667,54292.9,737438.0,89635.0,73623.68090605584,12.154920142439094,18.5,68734.0,68734.0
Arizona,2018,0.4613,10.5,4.808333333333334,350718.3,7171646.0,898032.0,48903.45954052947,12.521978915300616,5.3,62283.0,62283.0
Arkansas,2018,0.4845,8.5,3.658333333333333,127761.3,3013825.0,296422.0,42391.74470979569,9.835408492530256,4.8,49781.0,49781.0
California,2018,0.4912,11.0,4.258333333333334,2975083.0,39557045.0,5704852.0,75209.94047962886,14.421835604757636,14.7,70489.0,70489.0
Colorado,2018,0.4561,10.2,3.0500000000000003,372452.9,5695564.0,1013989.0,65393.50624450889,17.80313591419568,11.0,73034.0,73034.0
Connecticut,2018,0.5014,10.1,3.883333333333333,279782.3,3572665.0,544028.0,78311.932409,15.22751223526415,16.0,72812.0,72812.0
Delaware,2018,0.4587,8.25,3.7083333333333335,74186.7,967171.0,124178.0,76704.84330071931,12.839301426531607,10.3,65012.0,65012.0
Florida,2018,0.4887,8.25,3.65,1050298.4,21299325.0,2920459.0,49311.346721081536,13.711509637042488,9.9,54644.0,54644.0
Georgia,2018,0.4822,5.15,4.0,602023.9,10519475.0,1362317.0,57229.4624969402,12.950427659175007,5.6,55821.0,55821.0
Hawaii,2018,0.445,10.1,2.408333333333333,93100.5,1420491.0,218828.0,65541.06995398071,15.40509584362027,4.5,80108.0,80108.0
Idaho,2018,0.4454,7.25,2.875,79090.8,1754208.0,213462.0,45086.32955727029,12.168568379576424,23.1,58728.0,58728.0
Illinois,2018,0.4852,8.25,4.4,863039.5,12741080.0,1833666.0,67736.76171878679,14.391762707713946,4.7,70145.0,70145.0
Indiana,2018,0.4511,7.25,3.4333333333333336,368424.5,6691878.0,771811.0,55055.47172258669,11.533548579337518,13.8,59892.0,59892.0
Iowa,2018,0.4413,7.25,2.575,190147.0,3156145.0,413442.0,60246.59830267621,13.099588263530352,8.8,68718.0,68718.0
Kansas,2018,0.4633,7.25,3.358333333333333,171718.8,2911510.0,402368.0,58979.29253205381,13.819907882851169,7.7,63938.0,63938.0
Kentucky,2018,0.4787,7.25,4.2,207849.4,4468402.0,442090.0,46515.37619041438,9.893693539659145,7.0,54555.0,54555.0
Louisiana,2018,0.4936,7.25,4.825,253236.1,4659978.0,496634.0,54342.767283450696,10.657432288306941,8.9,49973.0,49973.0
Maine,2018,0.4516,10.0,3.1750000000000003,64557.0,1338404.0,197489.0,48234.31490043365,14.755559606815282,5.0,58663.0,58663.0
Maryland,2018,0.4543,10.1,3.8166666666666655,411619.1,6042718.0,911761.0,68118.20442390327,15.088590928784035,12.9,86223.0,86223.0
Massachusetts,2018,0.4875,11.0,3.475,570464.2,6902149.0,1178868.0,82650.22966035649,17.079724010594383,11.0,86345.0,86345.0
Michigan,2018,0.4679,9.25,4.158333333333333,521803.4,9995915.0,1239251.0,52201.66437989919,12.397574409146136,13.7,60449.0,60449.0
Minnesota,2018,0.4536,8.04,3.025,371929.7,5611179.0,920850.0,66283.69902296826,16.410989562086684,14.5,71817.0,71817.0
Mississippi,2018,0.4828,7.25,4.958333333333333,113578.5,2986530.0,284701.0,38030.255848760935,9.532835765922325,15.0,42781.0,42781.0
Missouri,2018,0.4657,7.85,3.2416666666666667,317949.1,6126452.0,754906.0,51897.75419769876,12.322074832219366,5.1,61726.0,61726.0
Montana,2018,0.4535,8.3,3.75,50692.3,1062305.0,152448.0,47719.1578689736,14.350680830834836,9.4,57679.0,57679.0
Nebraska,2018,0.4488,9.0,2.9250000000000003,124705.4,1929268.0,269675.0,64638.71271383757,13.97809946570409,11.8,67575.0,67575.0
Nevada,2018,0.469,7.25,4.383333333333334,169179.6,3034392.0,339675.0,55754.03573434151,11.194170034721948,6.6,61864.0,61864.0
New Hampshire,2018,0.453,7.25,2.625,84584.1,1356458.0,217282.0,62356.593421985795,16.01833598976157,13.9,81346.0,81346.0
New Jersey,2018,0.4836,8.6,4.008333333333334,612979.3,8908520.0,1535321.0,68808.20832192105,17.23429929999596,10.2,74176.0,74176.0
New Mexico,2018,0.4891,7.5,4.925,100079.9,2095428.0,221735.0,47761.0779277551,10.581847717984108,14.9,48283.0,48283.0
New York,2018,0.513,10.4,4.1000000000000005,1705010.2,19542209.0,2846770.0,87247.56756004402,14.567288682666323,6.8,67274.0,67274.0
North Carolina,2018,0.4782,7.25,3.9916666666666663,567451.7,10383620.0,1454678.0,54648.73521950919,14.009353192817148,22.3,53369.0,53369.0
North Dakota,2018,0.4427,7.25,2.408333333333333,56286.8,760077.0,110664.0,74054.0761001846,14.559577516488462,2.7,66505.0,66505.0
Ohio,2018,0.4667,8.3,4.5,675029.7,11689442.0,1431014.0,57746.95661264241,12.241935928164919,5.2,61633.0,61633.0
Oklahoma,2018,0.4687,2.0,3.2916666666666665,198595.8,3943079.0,434570.0,50365.66601886495,11.02108276298801,12.6,54434.0,54434.0
Oregon,2018,0.4582,10.75,4.041666666666667,241978.1,4190713.0,621190.0,57741.510812121945,14.8230146039588,5.7,69165.0,69165.0
Pennsylvania,2018,0.4747,7.25,4.416666666666667,778374.6,12807060.0,1723226.0,60776.993314624895,13.455281696189445,13.9,64524.0,64524.0
Rhode Island,2018,0.47,10.1,4.033333333333333,59924.6,1057315.0,147507.0,56676.20340201359,13.951093099029144,12.6,62266.0,62266.0
South Carolina,2018,0.4762,7.25,3.375,235286.9,5084127.0,627144.0,46278.72199101242,12.335333086683319,17.4,57444.0,57444.0
South Dakota,2018,0.4445,8.85,2.7916666666666665,53239.0,882235.0,117943.0,60345.59952847031,13.368660277590438,2.7,59463.0,59463.0
Tennessee,2018,0.4778,7.25,3.5,362737.1,6770010.0,801616.0,53579.99471197236,11.840691520396572,5.6,56060.0,56060.0
Texas,2018,0.4822,7.25,3.9,1795635.1,28701845.0,3627047.0,62561.66110575818,12.63698204766976,5.5,59785.0,59785.0
Utah,2018,0.4269,7.25,2.9166666666666665,181622.7,3161105.0,427561.0,57455.4467504243,13.525681684094645,4.3,77067.0,77067.0
Vermont,2018,0.4473,10.5,2.4833333333333334,32981.0,626299.0,103068.0,52660.15114186674,16.45667644367946,4.1,70066.0,70066.0
Virginia,2018,0.4754,7.25,3.0083333333333333,533510.4,8517685.0,1296041.0,62635.61049745324,15.215883188918117,10.5,77151.0,77151.0
Washington,2018,0.4574,11.5,4.425,575416.7,7535591.0,1187508.0,76359.86347985182,15.75865781462927,4.3,79726.0,79726.0
West Virginia,2018,0.4742,8.75,5.166666666666667,77632.5,1805832.0,163614.0,42989.87945722526,9.060311258190131,10.0,50573.0,50573.0
Wisconsin,2018,0.4483,7.25,2.975,337553.1,5813568.0,775533.0,58062.98300802536,13.34005209881436,8.1,62629.0,62629.0
Wyoming,2018,0.4555,5.15,4.058333333333333,39703.2,577737.0,66449.0,68721.92710523991,11.50160020909168,6.5,62539.0,62539.0
Alabama,2019,0.4741,7.25,3.1833333333333336,228142.6,4903185.0,547975.0,46529.4701301297,11.175898931000972,8.5,64010.0,64010.0
Alaska,2019,0.4376,10.19,5.591666666666666,54385.6,731545.0,89583.0,74343.47852832019,12.245726510330874,17.1,89290.0,89290.0
Arizona,2019,0.4591,12.0,4.808333333333334,370119.1,7278717.0,931038.0,50849.4972396921,12.791237796441324,5.7,80500.0,80500.0
Arkansas,2019,0.475,9.25,3.4916666666666667,130954.1,3017804.0,307185.0,43393.83869860336,10.17909049096628,5.2,62120.0,62120.0
California,2019,0.4866,12.0,4.1000000000000005,3132800.6,39512223.0,5889724.0,79286.8728241385,14.90608108786995,15.2,88960.0,88960.0
Colorado,2019,0.4548,12.0,2.6666666666666665,392986.0,5758736.0,1057825.0,68241.71137555187,18.36904834672053,9.0,82580.0,82580.0
Connecticut,2019,0.5024,11.0,3.608333333333333,287822.2,3565287.0,549166.0,80729.04088787243,15.403135848530566,14.5,99420.0,99420.0
Delaware,2019,0.4509,9.25,3.591666666666667,77082.4,973764.0,134287.0,79159.2213308358,13.790507761634235,8.7,84510.0,84510.0
Florida,2019,0.4808,8.56,3.25,1106500.1,21477737.0,2982643.0,51518.46770448861,13.887138109568992,9.3,66480.0,66480.0
Georgia,2019,0.4795,5.15,3.575,625713.6,10617423.0,1410395.0,58932.71841952609,13.28377893581145,6.2,64500.0,64500.0
Hawaii,2019,0.4397,10.1,2.5166666666666666,95744.3,1415872.0,219979.0,67622.14380960992,15.536644555440041,4.1,100200.0,100200.0
Idaho,2019,0.4337,7.25,2.875,83665.5,1787065.0,220189.0,46817.267418924326,12.321264195762325,23.5,75160.0,75160.0
Illinois,2019,0.48,9.25,3.966666666666667,885583.0,12671821.0,1886240.0,69886.00927996064,14.885311274520054,4.9,84740.0,84740.0
Indiana,2019,0.4584,7.25,3.2916666666666665,379684.1,6732219.0,777771.0,56398.06132272286,11.552966414194191,13.6,75960.0,75960.0
Iowa,2019,0.4422,7.25,2.6666666666666665,194658.1,3155070.0,420199.0,61696.91956121418,13.318214809814044,8.3,75240.0,75240.0
Kansas,2019,0.45,7.25,3.275,176493.1,2913314.0,414851.0,60581.55763505067,14.239831339841844,6.3,83320.0,83320.0
Kentucky,2019,0.4764,7.25,4.1,215398.9,4467673.0,453040.0,48212.77206277182,10.140401949739832,8.7,63400.0,63400.0
Louisiana,2019,0.4978,7.25,4.616666666666666,256918.5,4648794.0,503947.0,55265.6237295092,10.840381397842107,8.0,58890.0,58890.0
Maine,2019,0.449,12.0,2.9416666666666664,67717.1,1344212.0,205722.0,50376.80068322556,15.30428236022294,5.3,75800.0,75800.0
Maryland,2019,0.4558,11.0,3.391666666666667,426747.4,6045680.0,911781.0,70587.16306519696,15.08152929033624,11.8,108900.0,108900.0
Massachusetts,2019,0.4803,12.75,3.016666666666667,596593.1,6892503.0,1197208.0,86556.81397599682,17.369713150650785,11.3,99900.0,99900.0
Michigan,2019,0.4634,9.65,4.066666666666666,536888.3,9986857.0,1252685.0,53759.486092571475,12.543335706118553,12.0,73030.0,73030.0
Minnesota,2019,0.4434,8.15,3.25,383777.0,5639632.0,942830.0,68050.00751822104,16.717934787234345,13.6,92740.0,92740.0
Mississippi,2019,0.4896,7.25,5.525,115971.3,2976149.0,270712.0,38966.89984271621,9.096049962552279,13.7,51010.0,51010.0
Missouri,2019,0.4633,9.45,3.208333333333333,328400.6,6137428.0,775808.0,53507.853778488316,12.64060450077785,6.3,69020.0,69020.0
Montana,2019,0.4597,8.65,3.5,52934.6,1068778.0,171309.0,49528.15271272425,16.02849235294888,11.1,68560.0,68560.0
Nebraska,2019,0.44,9.0,3.125,130011.8,1934408.0,277159.0,67210.12320048304,14.327846038684703,10.5,83230.0,83230.0
Nevada,2019,0.471,7.25,4.108333333333333,178199.4,3080156.0,355837.0,57854.01778351486,11.552564220773233,8.4,80760.0,80760.0
New Hampshire,2019,0.4406,7.25,2.566666666666667,87634.1,1359711.0,224636.0,64450.533973763544,16.52086362469672,14.6,98980.0,98980.0
New Jersey,2019,0.4782,11.0,3.45,634783.6,8882190.0,1555781.0,71467.01432867344,17.5157365469552,10.3,99920.0,99920.0
New Mexico,2019,0.4768,9.0,4.958333333333333,105143.4,2096829.0,221281.0,50144.00315905589,10.553125695991424,15.7,60500.0,60500.0
New York,2019,0.5149,11.8,3.85,1772260.7,19453561.0,2898440.0,91102.12263965451,14.899277309691527,7.1,81840.0,81840.0
North Carolina,2019,0.4743,7.25,3.8666666666666663,591600.9,10488084.0,1471420.0,56406.956694854845,14.029445225648459,21.0,69660.0,69660.0
North Dakota,2019,0.4558,7.25,2.1666666666666665,57180.9,762062.0,108527.0,75034.44601620341,14.241229716217315,2.3,79760.0,79760.0
Ohio,2019,0.4651,8.7,4.183333333333334,695361.6,11689100.0,1464945.0,59488.03586247016,12.532573080904433,6.0,73650.0,73650.0
Oklahoma,2019,0.4739,2.0,3.1333333333333333,202036.1,3956971.0,447888.0,51058.27159208395,11.31896089205607,11.9,67650.0,67650.0
Oregon,2019,0.45,11.25,3.725,253623.2,4217737.0,627911.0,60132.530786058975,14.887391034576126,6.2,84760.0,84760.0
Pennsylvania,2019,0.4745,7.25,4.325,808737.5,12801989.0,1761627.0,63172.800726512105,13.760572673511906,14.4,80390.0,80390.0
Rhode Island,2019,0.4628,10.5,3.5500000000000003,61883.8,1059361.0,156087.0,58416.15842002868,14.734070821938886,12.0,79900.0,79900.0
South Carolina,2019,0.4747,7.25,2.783333333333333,247543.8,5148714.0,656496.0,48078.76296877239,12.750679101616441,17.4,70650.0,70650.0
South Dakota,2019,0.436,9.3,2.783333333333333,54940.9,884659.0,121231.0,62104.04234852073,13.703698261137905,2.2,73190.0,73190.0
Tennessee,2019,0.4749,7.25,3.341666666666667,376582.4,6829174.0,845100.0,55143.18422696507,12.374849432742526,5.6,64500.0,64500.0
Texas,2019,0.4753,7.25,3.525,1843802.7,28995881.0,3750797.0,63588.435198778745,12.935620062725462,4.6,76820.0,76820.0
Utah,2019,0.4268,7.25,2.5416666666666665,192519.2,3205958.0,448109.0,60050.44358035883,13.977382111680814,4.0,96270.0,96270.0
Vermont,2019,0.4471,10.96,2.1,34013.4,623989.0,101015.0,54509.61475282417,16.18858665777762,4.4,84630.0,84630.0
Virginia,2019,0.469,7.25,2.7583333333333333,556905.2,8535519.0,1312800.0,65245.616581721624,15.380435565781061,11.2,92610.0,92610.0
Washington,2019,0.4577,13.5,4.233333333333333,612996.5,7614893.0,1204728.0,80499.68660098048,15.820681918971152,4.0,93910.0,93910.0
West Virginia,2019,0.4644,8.75,4.933333333333334,78863.9,1792147.0,161686.0,44005.26296112986,9.021916170939102,10.2,61170.0,61170.0
Wisconsin,2019,0.4391,7.25,3.1666666666666665,349416.5,5822434.0,829878.0,60012.10146821759,14.253111327668119,8.1,76720.0,76720.0
Wyoming,2019,0.4345,5.15,3.716666666666667,40420.1,578759.0,73183.0,69839.25951907443,12.644814162717125,7.3,74190.0,74190.0
